Vendor, Category, Price, Origin, Destination, Rating
Righteous,Drugs/Psychedelics/NB,0.030020403,USA,USA only!,4.980/5
psychotropix,Drugs/Psychedelics/NB,0.083902805,USA,USA,4.983/5
psychotropix,Drugs/Psychedelics/NB,0.015084082,USA,USA,4.983/5
Righteous,Drugs/Psychedelics/NB,0.045568879,USA,USA only!,4.980/5
rc4me,Drugs/Psychedelics/NB,1.93006032,China,,5.00/5
psychotropix,Drugs/Psychedelics/NB,0.017264313,USA,USA,4.983/5
rc4me,Drugs/Psychedelics/NB,0.908151879,China,,5.00/5
psychedelian,Drugs/Psychedelics/NB,0.557394053,USA,,4.86/5
Fappy,Drugs/Psychedelics/NB,0.346826008,Canada,worldwide,4.952/5
psychotropix,Drugs/Psychedelics/NB,0.047982468,USA,USA,4.983/5
preview-of-freedom,Drugs/Psychedelics/NB,0.969165582,USA,USA,4.96/5
T5_NBOMe,Drugs/Psychedelics/NB,0.09055159,Canada,Worldwide,4.72/5
MissTripzz,Drugs/Psychedelics/NB,0.173958222,USA,,5.00/5
GoodieGumDropShop,Drugs/Psychedelics/NB,0.7236451,USA,,5.00/5
GoodieGumDropShop,Drugs/Psychedelics/NB,0.21088997,USA,,5.00/5
littlegoblin,Drugs/Psychedelics/NB,0.443064735,EU,WORLDWIDE EXCEPT USA,4.91/5
Mindful-Shaman,Drugs/Psychedelics/NB,0.49424168,China,Worldwide,4.77/5
psychotropix,Drugs/Psychedelics/NB,0.171923074,USA,,4.983/5
Righteous,Drugs/Psychedelics/NB,0.104818301,USA,USA only!,4.980/5
littlegoblin,Drugs/Psychedelics/NB,0.213366167,EU,,4.91/5
psychotropix,Drugs/Psychedelics/NB,0.070895549,USA,USA,4.983/5
psychedelian,Drugs/Psychedelics/NB,0.91838929,USA,you,4.86/5
psychedelian,Drugs/Psychedelics/NB,0.44464161,USA,,4.86/5
psychedelian,Drugs/Psychedelics/NB,0.294087582,USA,,4.86/5
preview-of-freedom,Drugs/Psychedelics/NB,0.154991608,USA,USA,4.96/5
preview-of-freedom,Drugs/Psychedelics/NB,0.156294268,USA,USA,4.96/5
Righteous,Drugs/Psychedelics/NB,0.21025985,USA,USA only!,4.980/5
psychedelian,Drugs/Psychedelics/NB,0.911130692,USA,you,4.86/5
rc4me,Drugs/Psychedelics/NB,3.992083348,China,,5.00/5
Mindful-Shaman,Drugs/Psychedelics/NB,2.210335754,China,Worldwide,4.77/5
Mindful-Shaman,Drugs/Psychedelics/NB,1.014428004,China,Worldwide,4.77/5
Righteous,Drugs/Psychedelics/NB,0.28006666,USA,USA only!,4.980/5
Fappy,Drugs/Psychedelics/NB,0.240994284,Canada,worldwide,4.952/5
GoodieGumDropShop,Drugs/Psychedelics/NB,1.850488699,USA,,5.00/5
realsupremesmoke,Drugs/Opioids/Heroin,0.669164278,USA,,4.972/5
REALRX,Drugs/Opioids/Heroin,0.285673046,USA,,4.914/5
pimpdaddydelux,Drugs/Opioids/Heroin,3.678554796,USA,usa,4.65/5
RichPorter,Drugs/Opioids/Heroin,2.719669677,USA,,4.93/5
Chems_Usa,Drugs/Opioids/Heroin,0.632590148,USA,USA,4.38/5
CanadianSupply,Drugs/Opioids/Heroin,0.923185083,Canada,,4.93/5
FMATTHEWS,Drugs/Opioids/Heroin,0.198180633,Netherlands,Worldwide except USA,4.760/5
dubntuff,Drugs/Opioids/Heroin,0.427808439,UK,EU,5.00/5
DoctoreXXL,Drugs/Opioids/Heroin,2.333567593,Germany Germany,Europe  Germany,4.82/5
BabyBando,Drugs/Opioids/Heroin,0.644332062,USA,USA,4.88/5
realsupremesmoke,Drugs/Opioids/Heroin,0.411950276,USA,,4.972/5
UKNextDay,Drugs/Opioids/Heroin,0.075119509,UK,UK,4.949/5
europedrugs,Drugs/Opioids/Heroin,2.10949843,France,,4.91/5
zunidog,Drugs/Opioids/Heroin,13.52945574,Germany,,4.87/5
walldrug,Drugs/Opioids/Heroin,0.172625957,USA,,4.72/5
Mr.Lewis,Drugs/Opioids/Heroin,0.924822742,Belgium,WorldWide,4.860/5
walldrug,Drugs/Opioids/Heroin,2.018091994,USA,USA,4.72/5
NarcoticsAnonymous,Drugs/Opioids/Heroin,1.089284777,USA,,5.00/5
rx4cheap,Drugs/Opioids/Heroin,1.684543808,USA,,5.00/5
PCubeSensei,Drugs/Opioids/Heroin,0.050265608,USA,USA,4.97/5
FMATTHEWS,Drugs/Opioids/Heroin,3.257374796,Netherlands,Worldwide except USA,4.760/5
NarcoticsAnonymous,Drugs/Opioids/Heroin,0.576882826,USA,,5.00/5
H-Train,Drugs/Opioids/Heroin,0.230107021,USA,USA ONLY,4.96/5
TheProfessionals,Drugs/Opioids/Heroin,8.290303869,Australia,Australia,4.966/5
FMATTHEWS,Drugs/Opioids/Heroin,1.689818888,Netherlands,Worldwide except USA,4.760/5
REALRX,Drugs/Opioids/Heroin,0.465340322,USA,,4.914/5
pimpdaddydelux,Drugs/Opioids/Heroin,1.254405324,USA,USA,4.65/5
TheProfessionals,Drugs/Opioids/Heroin,2.82988901,Australia,Australia,4.966/5
realsupremesmoke,Drugs/Opioids/Heroin,0.253390729,USA,,4.972/5
TheProfessionals,Drugs/Opioids/Heroin,4.600737183,Australia,Australia,4.966/5
FMATTHEWS,Drugs/Opioids/Heroin,7.918227054,Netherlands,Worldwide except USA,4.760/5
walldrug,Drugs/Opioids/Heroin,3.035171577,,,4.72/5
CanadianSupply,Drugs/Opioids/Heroin,0.234025547,Canada,,4.93/5
VladdyRS,Drugs/Opioids/Heroin,0.429596999,Canada,,5.00/5
walldrug,Drugs/Opioids/Heroin,0.410088203,USA,,4.72/5
europedrugs,Drugs/Opioids/Heroin,0.177898613,France,,4.91/5
FRCONNECTION,Drugs/Opioids/Heroin,0.09669013,EU,,4.67/5
UKNextDay,Drugs/Opioids/Heroin,0.50786458,UK,UK,4.949/5
thagoods,Drugs/Opioids/Heroin,0.675500391,Canada,Canada,4.87/5
WhateversAvailable,Drugs/Opioids/Heroin,0.090935754,USA,WORLDWIDE,4.85/5
canadianforger,Drugs/Opioids/Heroin,2.866490968,Canada,Worldwide except Australia,4.953/5
ChaseThosePesos,Drugs/Opioids/Heroin,0.749458386,USA,USA,5.00/5
FRCONNECTION,Drugs/Opioids/Heroin,0.580131954,EU,,4.67/5
europedrugs,Drugs/Opioids/Heroin,0.778693282,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
europedrugs,Drugs/Opioids/Heroin,0.28343449,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
ozconnection,Drugs/Opioids/Heroin,0.348098435,Australia,australia,4.95/5
FRCONNECTION,Drugs/Opioids/Heroin,1.015246411,EU,,4.67/5
MisterFawkes,Drugs/Opioids/Heroin,0.13652683,EU,World,5.00/5
VladdyRS,Drugs/Opioids/Heroin,0.774876036,Canada,,5.00/5
RichPorter,Drugs/Opioids/Heroin,0.586033775,,,4.93/5
HighLandSales,Drugs/Opioids/Heroin,0.438084595,USA,USA,4.92/5
VerdeLimon,Drugs/Opioids/Heroin,3.804808727,USA,,4.56/5
blacka2015,Drugs/Opioids/Heroin,0.400756252,,,~5/5
Tom_and_Jerry,Drugs/Opioids/Heroin,0.106641992,Netherlands,Worldwide (Except Australia),4.90/5
FRCONNECTION,Drugs/Opioids/Heroin,3.943660698,EU,,4.67/5
MisterFawkes,Drugs/Opioids/Heroin,3.747384066,EU,World,5.00/5
ozconnection,Drugs/Opioids/Heroin,0.696210889,Australia,australia,4.95/5
VerdeLimon,Drugs/Opioids/Heroin,10.27716646,USA,,4.56/5
europedrugs,Drugs/Opioids/Heroin,4.54664122,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
europedrugs,Drugs/Opioids/Heroin,0.240969711,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
TheProfessionals,Drugs/Opioids/Heroin,29.5499941,Australia,Australia,4.966/5
europedrugs,Drugs/Opioids/Heroin,1.078711652,France,,4.91/5
daydreamer33,Drugs/Opioids/Heroin,0.259114545,USA,,4.968/5
realsupremesmoke,Drugs/Opioids/Heroin,0.659421142,USA,,4.972/5
TheProfessionals,Drugs/Opioids/Heroin,3.588915979,Australia,Australia,4.966/5
ThePowderGuy,Drugs/Opioids/Heroin,0.013578472,USA,anywhere,4.73/5
walldrug,Drugs/Opioids/Heroin,5.853545193,,,4.72/5
pimpdaddydelux,Drugs/Opioids/Heroin,0.404568912,USA,usa,4.65/5
zunidog,Drugs/Opioids/Heroin,0.712171404,Germany,,4.87/5
DoctoreXXL,Drugs/Opioids/Heroin,0.151506125,Germany Germany,Europe  Germany,4.82/5
DoctoreXXL,Drugs/Opioids/Heroin,0.272110402,Germany Germany,Europe  Germany,4.82/5
FavoriteVendor,Drugs/Opioids/Heroin,0.233791869,USA,,4.86/5
ozexpress,Drugs/Opioids/Heroin,30.59134382,Australia,Australia,4.99/5
FMATTHEWS,Drugs/Opioids/Heroin,0.519546813,Netherlands,Worldwide except USA,4.760/5
Mr.Lewis,Drugs/Opioids/Heroin,0.466786537,Belgium,WorldWide,4.860/5
europedrugs,Drugs/Opioids/Heroin,1.221311847,France,,4.91/5
bostongeorge14,Drugs/Opioids/Heroin,0.509815933,UK,Worldwide,4.882/5
FMATTHEWS,Drugs/Opioids/Heroin,14.46032965,Netherlands,Worldwide except USA,4.760/5
UKNextDay,Drugs/Opioids/Heroin,0.100443784,UK,UK,4.949/5
stonednsmilin2,Drugs/Opioids/Heroin,0.129740314,UK,UK,5.00/5
realsupremesmoke,Drugs/Opioids/Heroin,0.534613784,USA,,4.972/5
BabyBando,Drugs/Opioids/Heroin,0.05304378,USA,,4.88/5
AUsTORe,Drugs/Opioids/Heroin,20.84144193,Australia,Worldwide on Request,4.98/5
stonednsmilin2,Drugs/Opioids/Heroin,0.306237834,UK,UK,5.00/5
JenJen,Drugs/Opioids/Heroin,0.198718233,Australia,Australia only,4.99/5
rx4cheap,Drugs/Opioids/Heroin,0.5970535,USA,,5.00/5
H-Train,Drugs/Opioids/Heroin,0.456981444,USA,USA Only,4.96/5
dankmedgradekush101,Drugs/Opioids/Heroin,1.878916133,Australia,,4.932/5
H-Train,Drugs/Opioids/Heroin,1.981241169,USA,USA Only,4.96/5
H-Train,Drugs/Opioids/Heroin,0.670478403,USA,USA Only,4.96/5
DoctoreXXL,Drugs/Opioids/Heroin,1.145422994,Germany Germany,Europe  Germany,4.82/5
NarcoticsAnonymous,Drugs/Opioids/Heroin,1.560204185,USA,,5.00/5
expressman,Drugs/Opioids/Heroin,0.251176372,USA,USA,4.902/5
REALRX,Drugs/Opioids/Heroin,0.461950336,USA,,4.914/5
europedrugs,Drugs/Opioids/Heroin,1.540837902,France,EUROPE/USA/CANADA,4.91/5
TheProfessionals,Drugs/Opioids/Heroin,4.804368852,Australia,Australia,4.966/5
TheProfessionals,Drugs/Opioids/Heroin,6.352772487,Australia,Australia,4.966/5
BabyBando,Drugs/Opioids/Heroin,0.087311041,USA,,4.88/5
rx4cheap,Drugs/Opioids/Heroin,0.469113461,USA,,5.00/5
TheProfessionals,Drugs/Opioids/Heroin,22.72902863,Australia,Australia,4.966/5
TheProfessionals,Drugs/Opioids/Heroin,0.978849873,Australia,Australia,4.966/5
FMATTHEWS,Drugs/Opioids/Heroin,0.213773453,Netherlands,Worldwide except USA,4.760/5
BabyBando,Drugs/Opioids/Heroin,0.382670718,USA,USA,4.88/5
realsupremesmoke,Drugs/Opioids/Heroin,0.22298655,USA,,4.972/5
rx4cheap,Drugs/Opioids/Heroin,0.512693969,USA,,5.00/5
rx4cheap,Drugs/Opioids/Heroin,3.631582301,USA,,5.00/5
ozexpress,Drugs/Opioids/Heroin,16.09260699,Australia,Australia,4.99/5
rx4cheap,Drugs/Opioids/Heroin,3.198500905,USA,,5.00/5
zunidog,Drugs/Opioids/Heroin,1.594233639,Germany,Worldwide,4.87/5
rx4cheap,Drugs/Opioids/Heroin,2.990714833,USA,,5.00/5
Mann-Drog,Drugs/Opioids/Heroin,3.059,Germany,,4.97/5
sambalam8,Drugs/Opioids/Heroin,0.374098068,UK,UK,4.98/5
ozexpress,Drugs/Opioids/Heroin,8.145310655,Australia,Australia,4.99/5
dankmedgradekush101,Drugs/Opioids/Heroin,1.034682103,Australia,,4.932/5
MrNiceGuy007,Drugs/Opioids/Heroin,1.271082562,USA,The United Snakes of Captivity,4.84/5
bestman365,Drugs/Opioids/Heroin,3.648867643,USA,USA,4.879/5
zunidog,Drugs/Opioids/Heroin,3.016322321,Germany,,4.87/5
dubntuff,Drugs/Opioids/Heroin,2.401601525,UK,EU,5.00/5
walldrug,Drugs/Opioids/Heroin,0.86719188,,,4.72/5
AUsTORe,Drugs/Opioids/Heroin,39.67889907,Australia,Worldwide on Request,4.98/5
TheProfessionals,Drugs/Opioids/Heroin,1.268039333,Australia,Australia,4.966/5
rx4cheap,Drugs/Opioids/Heroin,0.255880069,USA,,5.00/5
bestman365,Drugs/Opioids/Heroin,0.44065303,USA,USA,4.879/5
walldrug,Drugs/Opioids/Heroin,0.711777425,USA,,4.72/5
sambalam8,Drugs/Opioids/Heroin,0.699990601,UK,UK,4.98/5
FMATTHEWS,Drugs/Opioids/Heroin,0.922137015,Netherlands,Worldwide except USA,4.760/5
FMATTHEWS,Drugs/Opioids/Heroin,0.908833553,Netherlands,Worldwide except USA,4.760/5
europedrugs,Drugs/Opioids/Heroin,4.704456568,France,,4.91/5
bestman365,Drugs/Opioids/Heroin,0.49695471,USA,USA,4.879/5
rx4cheap,Drugs/Opioids/Heroin,1.922602392,USA,,5.00/5
DoctoreXXL,Drugs/Opioids/Heroin,0.633041968,Germany Germany,Europe  Germany,4.82/5
H-Train,Drugs/Opioids/Heroin,0.85513201,USA,USA Only,4.96/5
Tom_and_Jerry,Drugs/Opioids/Heroin,0.212686771,Netherlands,Worldwide (Except Australia),4.90/5
Tom_and_Jerry,Drugs/Opioids/Heroin,1.006609578,Netherlands,Worldwide (Except Australia),4.90/5
TheProfessionals,Drugs/Opioids/Heroin,6.421982139,Australia,Australia,4.966/5
dankmedgradekush101,Drugs/Opioids/Heroin,5.57749097,Australia,,4.932/5
TheProfessionals,Drugs/Opioids/Heroin,12.19583431,Australia,Australia,4.966/5
FavoriteVendor,Drugs/Opioids/Heroin,0.087230053,USA,,4.86/5
FRCONNECTION,Drugs/Opioids/Heroin,1.865230614,EU,worldwide except USA,4.67/5
europedrugs,Drugs/Opioids/Heroin,4.19282905,France,,4.91/5
DoctoreXXL,Drugs/Opioids/Heroin,0.899464319,Germany Germany,Europe  Germany,4.82/5
FMATTHEWS,Drugs/Opioids/Heroin,1.662329179,Netherlands,Worldwide except USA,4.760/5
daydreamer33,Drugs/Opioids/Heroin,0.514259495,USA,,4.968/5
ozexpress,Drugs/Opioids/Heroin,4.111424767,Australia,Australia,4.99/5
Mr.Lewis,Drugs/Opioids/Heroin,0.195534521,Belgium,World Wide,4.860/5
TheProfessionals,Drugs/Opioids/Heroin,15.55360279,Australia,Australia,4.966/5
taylorswift13,Drugs/Opioids/Heroin,1.089177982,Australia,australia,~5/5
europedrugs,Drugs/Opioids/Heroin,0.438603191,France,,4.91/5
NSWGreat,Drugs/Opioids/Heroin,0.495000363,Australia,,4.95/5
ThePowderGuy,Drugs/Opioids/Heroin,1.015816238,USA,anywhere,4.73/5
canadianforger,Drugs/Opioids/Heroin,1.483867355,Canada,Worldwide except Australia,4.953/5
ElDorado,Drugs/Opioids/Heroin,0.393592464,UK,UK,4.95/5
TheLittleGuys,Drugs/Opioids/Heroin,0.438054357,Australia,Australia,4.977/5
TheLemonadeStand,Drugs/Opioids/Heroin,0.568569023,USA,,4.99/5
europedrugs,Drugs/Opioids/Heroin,0.100046538,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
ElDorado,Drugs/Opioids/Heroin,0.253703084,UK,UK,4.95/5
ozconnection,Drugs/Opioids/Heroin,1.830104714,Australia,australia,4.95/5
FRCONNECTION,Drugs/Opioids/Heroin,0.275190658,EU,,4.67/5
ElDorado,Drugs/Opioids/Heroin,1.301823493,UK,,4.95/5
dutchquality_1256,Drugs/Opioids/Heroin,0.556736824,Netherlands,Worldwide,4.973/5
VladdyRS,Drugs/Opioids/Heroin,0.223371042,Canada,,5.00/5
ElDorado,Drugs/Opioids/Heroin,0.516819673,UK,UK,4.95/5
ChaseThosePesos,Drugs/Opioids/Heroin,0.21829371,USA,USA,5.00/5
dutchquality_1256,Drugs/Opioids/Heroin,1.256355582,Netherlands,Worldwide,4.973/5
ozconnection,Drugs/Opioids/Heroin,0.502878586,Australia,Australia,4.95/5
canadianforger,Drugs/Opioids/Heroin,2.623135406,Canada,Worldwide except Australia,4.953/5
namedeclined,Drugs/Opioids/Heroin,0.51200689,USA,Worldwide,4.76/5
zunidog,Drugs/Opioids/Heroin,0.383152436,Germany,,4.87/5
ozconnection,Drugs/Opioids/Heroin,3.452175516,Australia,Australia,4.95/5
dutchquality_1256,Drugs/Opioids/Heroin,2.267780524,Netherlands,Worldwide,4.973/5
walldrug,Drugs/Opioids/Heroin,0.215782448,USA,,4.72/5
namedeclined,Drugs/Opioids/Heroin,0.744554276,USA,Worldwide,4.76/5
dragoncove,Drugs/Opioids/Heroin,2.105392814,USA,USA,4.97/5
blacka2015,Drugs/Opioids/Heroin,1.032823089,USA,,~5/5
MrSunshine,Drugs/Opioids/Heroin,0.086081043,USA,,4.732/5
ThePowderGuy,Drugs/Opioids/Heroin,0.245713951,USA,anywhere,4.73/5
VladdyRS,Drugs/Opioids/Heroin,1.45599393,Canada,,5.00/5
dutchquality_1256,Drugs/Opioids/Heroin,0.280463001,Netherlands,Worldwide,4.973/5
ThePowderGuy,Drugs/Opioids/Heroin,0.773729449,USA,anywhere,4.73/5
europedrugs,Drugs/Opioids/Heroin,1.185154673,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
GreenBlvd,Drugs/Opioids/Heroin,0.282678839,USA,USA,4.842/5
VladdyRS,Drugs/Opioids/Heroin,2.623732795,Canada,,5.00/5
AUsTORe,Drugs/Opioids/Heroin,0.561075661,Australia,Worldwide on Request,4.98/5
AUsTORe,Drugs/Opioids/Heroin,0.191941132,Australia,Worldwide on Request,4.98/5
HighLandSales,Drugs/Opioids/Heroin,0.107522338,USA,USA,4.92/5
europedrugs,Drugs/Opioids/Heroin,0.141606384,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
EZTest,Drugs/Opioids/Heroin,0.306299708,USA,WORLD,4.95/5
AUsTORe,Drugs/Opioids/Heroin,0.941832772,Australia,Worldwide on Request,4.98/5
MisterFawkes,Drugs/Opioids/Heroin,2.13175694,EU,World,5.00/5
europedrugs,Drugs/Opioids/Heroin,0.13408399,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
canadianforger,Drugs/Opioids/Heroin,0.465800805,Canada,Worldwide except Australia,4.953/5
namedeclined,Drugs/Opioids/Heroin,1.648542369,USA,Worldwide,4.76/5
EZTest,Drugs/Opioids/Heroin,0.106571858,USA,,4.95/5
europedrugs,Drugs/Opioids/Heroin,0.273985949,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
HighLandSales,Drugs/Opioids/Heroin,0.008601783,USA,USA,4.92/5
ChaseThosePesos,Drugs/Opioids/Heroin,1.981071319,USA,USA,5.00/5
HighLandSales,Drugs/Opioids/Heroin,0.064733618,USA,USA,4.92/5
MisterFawkes,Drugs/Opioids/Heroin,0.474647363,EU,World,5.00/5
europedrugs,Drugs/Opioids/Heroin,0.493986948,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
europedrugs,Drugs/Opioids/Heroin,0.338411664,France,,4.91/5
europedrugs,Drugs/Opioids/Heroin,2.313455425,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
VladdyRS,Drugs/Opioids/Heroin,0.11961492,Canada,,5.00/5
vapor_pens,Drugs/Opioids/Heroin,0.10604275,USA,USA,4.80/5
thagoods,Drugs/Opioids/Heroin,0.171495258,Canada,Canada,4.87/5
taylorswift13,Drugs/Opioids/Heroin,0.201699623,Australia,,~5/5
blacka2015,Drugs/Opioids/Heroin,2.47868028,USA,,~5/5
blacka2015,Drugs/Opioids/Heroin,4.131292378,USA,,~5/5
HighLandSales,Drugs/Opioids/Heroin,0.38583241,USA,USA,4.92/5
blacka2015,Drugs/Opioids/Heroin,1.869846677,USA,,~5/5
blacka2015,Drugs/Opioids/Heroin,0.623282222,USA,,~5/5
europedrugs,Drugs/Opioids/Heroin,2.822849319,France,,4.91/5
TheProfessionals,Drugs/Opioids/Heroin,0.802285928,Australia,Australia,4.966/5
JenJen,Drugs/Opioids/Heroin,0.90368123,Australia,Australia only,4.99/5
COLES,Drugs/Opioids/Heroin,1.967400336,Australia,Australia,5.00/5
europedrugs,Drugs/Opioids/Heroin,1.489289771,France,,4.91/5
AUsTORe,Drugs/Opioids/Heroin,7.414743762,Australia,Worldwide on Request,4.98/5
UKNextDay,Drugs/Opioids/Heroin,0.234117515,UK,UK,4.949/5
AUsTORe,Drugs/Opioids/Heroin,5.210360478,Australia,Worldwide on Request,4.98/5
rx4cheap,Drugs/Opioids/Heroin,1.535280433,USA,,5.00/5
NarcoticsAnonymous,Drugs/Opioids/Heroin,0.311221828,USA,,5.00/5
rx4cheap,Drugs/Opioids/Heroin,0.341173426,USA,,5.00/5
CanadianSupply,Drugs/Opioids/Heroin,0.468873329,Canada,,4.93/5
CanadianSupply,Drugs/Opioids/Heroin,1.831943184,Canada,,4.93/5
Mr.Lewis,Drugs/Opioids/Heroin,1.746202994,Belgium,WorldWide,4.860/5
ozexpress,Drugs/Opioids/Heroin,0.674363664,Australia,Australia,4.99/5
JenJen,Drugs/Opioids/Heroin,0.455091701,Australia,Australia only,4.99/5
europedrugs,Drugs/Opioids/Heroin,3.057919975,France,,4.91/5
UKNextDay,Drugs/Opioids/Heroin,0.295849642,UK,UK,4.949/5
dubntuff,Drugs/Opioids/Heroin,1.332256043,UK,EU,5.00/5
FMATTHEWS,Drugs/Opioids/Heroin,7.771147239,Netherlands,Worldwide except USA,4.760/5
Klaymen,Drugs/Opioids/Heroin,7.760059867,EU,Worldwide,5.00/5
CanadianSupply,Drugs/Opioids/Heroin,2.961381881,Canada,,4.93/5
FavoriteVendor,Drugs/Opioids/Heroin,0.552594727,USA,,4.86/5
realsupremesmoke,Drugs/Opioids/Heroin,0.364346434,USA,,4.972/5
FMATTHEWS,Drugs/Opioids/Heroin,0.36779185,Netherlands,Worldwide except USA,4.760/5
europedrugs,Drugs/Opioids/Heroin,5.814660129,France,,4.91/5
sambalam8,Drugs/Opioids/Heroin,0.000380013,UK,,4.98/5
FRCONNECTION,Drugs/Opioids/Heroin,6.927999437,EU,,4.67/5
europedrugs,Drugs/Opioids/Heroin,2.414125572,France,,4.91/5
dankmedgradekush101,Drugs/Opioids/Heroin,0.642708,Australia,Australia,4.932/5
TheProfessionals,Drugs/Opioids/Heroin,0.647414087,Australia,Australia,4.966/5
DoctoreXXL,Drugs/Opioids/Heroin,0.282363899,Germany Germany,Europe  Germany,4.82/5
pimpdaddydelux,Drugs/Opioids/Heroin,2.078106618,USA,USA,4.65/5
CanadianSupply,Drugs/Opioids/Heroin,4.138569121,Canada,,4.93/5
UKNextDay,Drugs/Opioids/Heroin,0.434898038,UK,UK,4.949/5
TheProfessionals,Drugs/Opioids/Heroin,2.188522925,Australia,Australia,4.966/5
ozexpress,Drugs/Opioids/Heroin,1.166960631,Australia,Australia,4.99/5
rx4cheap,Drugs/Opioids/Heroin,0.298242138,USA,,5.00/5
TheProfessionals,Drugs/Opioids/Heroin,1.627799163,Australia,Australia,4.966/5
UKNextDay,Drugs/Opioids/Heroin,0.167688642,UK,UK,4.949/5
panacea,Drugs/Opioids/Heroin,1.377859836,UK,UK,4.881/5
JenJen,Drugs/Opioids/Heroin,0.369622008,Australia,Australia only,4.99/5
FavoriteVendor,Drugs/Opioids/Heroin,1.700291481,USA,,4.86/5
TheProfessionals,Drugs/Opioids/Heroin,0.523091611,Australia,Australia,4.966/5
dubntuff,Drugs/Opioids/Heroin,0.097312002,UK,EU,5.00/5
Tom_and_Jerry,Drugs/Opioids/Heroin,1.8069354,Netherlands,Worldwide (Except Australia),4.90/5
FMATTHEWS,Drugs/Opioids/Heroin,4.197337982,Netherlands,Worldwide except USA,4.760/5
realsupremesmoke,Drugs/Opioids/Heroin,0.885798975,USA,,4.972/5
ozexpress,Drugs/Opioids/Heroin,0.870200342,Australia,Australia,4.99/5
FRCONNECTION,Drugs/Opioids/Heroin,0.185943065,EU,,4.67/5
AUsTORe,Drugs/Opioids/Heroin,1.803514959,Australia,Worldwide on Request,4.98/5
europedrugs,Drugs/Opioids/Heroin,0.645270093,France,,4.91/5
HighLandSales,Drugs/Opioids/Heroin,0.306659216,USA,USA,4.92/5
namedeclined,Drugs/Opioids/Heroin,1.006495879,USA,Worldwide,4.76/5
ChaseThosePesos,Drugs/Opioids/Heroin,0.403577038,USA,USA,5.00/5
dutchquality_1256,Drugs/Opioids/Heroin,0.787916202,Netherlands,Worldwide,4.973/5
Just_Say_Know,Drugs/Opioids/Heroin,0.079305613,USA,World,4.84/5
dutchquality_1256,Drugs/Opioids/Heroin,0.156016046,Netherlands,Worldwide,4.973/5
NOCTURN4L,Drugs/Opioids/Heroin,1.115966744,USA,,4.816/5
UKNextDay,Drugs/Opioids/Heroin,0.123432976,UK,UK,4.949/5
ElDorado,Drugs/Opioids/Heroin,1.144804416,UK,UK,4.95/5
ThePowderGuy,Drugs/Opioids/Heroin,0.898535296,USA,anywhere,4.73/5
VerdeLimon,Drugs/Opioids/Heroin,3.182635471,USA,,4.56/5
FRCONNECTION,Drugs/Opioids/Heroin,1.1970363,EU,,4.67/5
UKNextDay,Drugs/Opioids/Heroin,0.091810163,UK,UK,4.949/5
RealDope,Drugs/Opioids/Heroin,0.577394375,USA,USA,4.91/5
HighLandSales,Drugs/Opioids/Heroin,0.525701515,USA,USA,4.92/5
namedeclined,Drugs/Opioids/Heroin,0.282937512,USA,Worldwide,4.76/5
ozconnection,Drugs/Opioids/Heroin,1.002413765,Australia,australia,4.95/5
FRCONNECTION,Drugs/Opioids/Heroin,2.049719695,EU,,4.67/5
TheLemonadeStand,Drugs/Opioids/Heroin,0.297735594,USA,,4.99/5
RealDope,Drugs/Opioids/Heroin,0.326065985,USA,,4.91/5
HighLandSales,Drugs/Opioids/Heroin,0.034407144,USA,USA,4.92/5
ThePowderGuy,Drugs/Opioids/Heroin,2.044014014,USA,anywhere,4.73/5
UKNextDay,Drugs/Opioids/Heroin,0.354459304,UK,UK,4.949/5
ThePowderGuy,Drugs/Opioids/Heroin,0.587357803,USA,anywhere,4.73/5
ThePowderGuy,Drugs/Opioids/Heroin,0.432546849,USA,anywhere,4.73/5
TheLemonadeStand,Drugs/Opioids/Heroin,3.595958196,USA,,4.99/5
ChaseThosePesos,Drugs/Opioids/Heroin,0.29076038,USA,USA,5.00/5
HighLandSales,Drugs/Opioids/Heroin,0.064513401,USA,USA,4.92/5
DoctoreXXL,Drugs/Opioids/Heroin,0.123279714,Germany Europe  Schweiz,Germany  Europe  Schweiz,4.82/5
VerdeLimon,Drugs/Opioids/Heroin,13.32260146,USA,,4.56/5
europedrugs,Drugs/Opioids/Heroin,0.182189193,France,EUROPE/USA/CANADA/AUSTRALIA/NZ,4.91/5
ozconnection,Drugs/Opioids/Heroin,0.911868199,Australia,,4.95/5
UKNextDay,Drugs/Opioids/Heroin,0.272309735,UK,UK,4.949/5
taylorswift13,Drugs/Opioids/Heroin,0.605085833,Australia,australia,~5/5
RealDope,Drugs/Opioids/Heroin,1.941771229,USA,USA,4.91/5
